# коды ошибок Bambu Lab, источник: github.com/pcider/telebambu
0500400A	0500-400A	The file name is not supported. Please rename and restart the printing job.
07FF8004	07FF-8004	Failed to pull back the filament from the toolhead to AMS. Please check whether the filament or the spool is stuck. After troubleshooting, click the "retry" button.
07028004	0702-8004	Failed to pull back the filament from the toolhead to AMS. Please check whether the filament or the spool is stuck. After troubleshooting, click the "Retry" button.
07038004	0703-8004	Failed to pull back the filament from the toolhead to AMS. Please check whether the filament or the spool is stuck. After troubleshooting, click the "Retry" button.
12FF8004	12FF-8004	Failed to pull back the filament from the toolhead. Please check whether the filament is stuck. After troubleshooting, click the "Retry" button.
12008004	1200-8004	Failed to pull back the filament from the toolhead. Please check whether the filament is stuck. After troubleshooting, click the "Retry" button.
12018004	1201-8004	Failed to pull back the filament from the toolhead. Please check whether the filament is stuck. After troubleshooting, click the "Retry" button.
12028004	1202-8004	Failed to pull back the filament from the toolhead. Please check whether the filament is stuck. After troubleshooting, click the "Retry" button.
12038004	1203-8004	Failed to pull back the filament from the toolhead. Please check whether the filament is stuck. After troubleshooting, click the "Retry" button.
12018015	1201-8015	Failed to pull back the filament from the toolhead. Please check if the filament is stuck or the filament is broken inside the extruder. After troubleshooting, click the "Retry" button.
12028015	1202-8015	Failed to pull back the filament from the toolhead. Please check if the filament is stuck or is broken inside the extruder. After troubleshooting, click the "Retry" button.
12038015	1203-8015	Failed to pull back the filament from the toolhead. Please check if the filament is stuck or is broken inside the extruder. After troubleshooting, click the "Retry" button.
07028007	0702-8007	Failed to extrude the filament. Please check if the extruder clogged. After troubleshooting, click the "Retry" button.
07038007	0703-8007	Failed to extrude the filament. Please check if the extruder clogged. After troubleshooting, click the "Retry" button.
07018007	0701-8007	Failed to extrude the filament. Please check if the extruder clogged. After troubleshooting, click the "Retry" button.
12018007	1201-8007	Failed to extrude the filament. The extruder may be clogged or the filament may be stuck, please refer to HMS. After troubleshooting, click "Retry" button.
12028007	1202-8007	Failed to extrude the filament. The extruder may be clogged or the filament may be stuck, please refer to HMS. After troubleshooting, click "Retry" button.
12038007	1203-8007	Failed to extrude the filament. The extruder may be clogged or the filament may be stuck, please refer to HMS. After troubleshooting, click "Retry" button.
12008003	1200-8003	Failed to pull out the filament from the extruder. Please check whether the extruder is clogged or whether the filament is broken inside the extruder. After troubleshooting, click the "Retry" button.
12018003	1201-8003	Failed to pull out the filament from the extruder. Please check whether the extruder is clogged or whether the filament is broken inside the extruder. After troubleshooting, click the "Retry" button.
12028003	1202-8003	Failed to pull out the filament from the extruder. Please check whether the extruder is clogged or whether the filament is broken inside the extruder. After troubleshooting, click the "Retry" button.
12038003	1203-8003	Failed to pull out the filament from the extruder. Please check whether the extruder is clogged or whether the filament is broken inside the extruder. After troubleshooting, click the "Retry" button.
07028003	0702-8003	Failed to pull out the filament from the extruder. Please check whether the extruder is clogged or whether the filament is broken inside the extruder. After troubleshooting, click the "Retry" button.
07038003	0703-8003	Failed to pull out the filament from the extruder. Please check whether the extruder is clogged or whether the filament is broken inside the extruder. After troubleshooting, click the "Retry" button.
07FF8005	07FF-8005	Failed to feed the filament outside the AMS. Please clip the end of the filament flat and check to see if the spool is stuck. After troubleshooting, click the "Retry" button.
07028005	0702-8005	Failed to feed the filament outside the AMS. Please clip the end of the filament flat and check to see if the spool is stuck. After troubleshooting, click the "Retry" button.
07038005	0703-8005	Failed to feed the filament outside the AMS. Please clip the end of the filament flat and check to see if the spool is stuck. After troubleshooting, click the "Retry" button.
07028006	0702-8006	Failed to feed the filament into the toolhead. Please check whether the filament or the spool is stuck. After troubleshooting, click the "Retry" button.
07038006	0703-8006	Failed to feed the filament into the toolhead. Please check whether the filament or the spool is stuck. After troubleshooting, click the "Retry" button.
12008006	1200-8006	Failed to feed the filament into the toolhead. Please check whether the filament is stuck. After troubleshooting, click the "Retry" button.
12018006	1201-8006	Failed to feed the filament into the toolhead. Please check whether the filament is stuck. After troubleshooting, click the "Retry" button.
12028006	1202-8006	Failed to feed the filament into the toolhead. Please check whether the filament is stuck. After troubleshooting, click the "Retry" button.
12038006	1203-8006	Failed to feed the filament into the toolhead. Please check whether the filament is stuck. After troubleshooting, click the "Retry" button.
0300400D	0300-400D	Resume failed after power loss.
12008014	1200-8014	The filament location in the toolhead was not found. Refer to the Assistant for solutions.
05004001	0500-4001	Failed to connect to Bambu Cloud. Please check your network connection.
0500402C	0500-402C	Failed to obtain IP address, which may be caused by wireless interference resulting in data transmission failure or DHCP address pool of the router being full. Please move the printer closer to the router and try again. If the issue persists, please check router settings to see whether the IP addresses have been exhausted.
0C008009	0C00-8009	Build plate localization marker was not found.
03008006	0300-8006	The build plate marker was not detected. Please confirm the build plate is correctly positioned on the heatbed with all four corners aligned, and the maker is clear.
03008000	0300-8000	Printing was paused for unknown reason. You can tap "Resume" to resume the print job.
07FF8011	07FF-8011	AMS filament ran out. Please put a new filament into AMS and click the "Retry" button.
12FF8011	12FF-8011	AMS filament has run out. Please insert a new filament into the AMS and click the "Retry" button.
12018011	1201-8011	AMS filament has run out. Please insert a new filament into the AMS and click the "Retry" button.
12028011	1202-8011	AMS filament has run out. Please insert a new filament into the AMS and click the "Retry" button.
12038011	1203-8011	AMS filament has run out. Please insert a new filament into the AMS and click the "Retry" button.
0300800C	0300-800C	Skipping step detected, auto-recover complete; please resume print and check if there are any layer shift problems.
12FF8013	12FF-8013	Timeout while purging old filament. Please check if the filament is stuck or the extruder clogged. After troubleshooting, click the "Retry" button.
12008013	1200-8013	Timeout while purging old filament. Please check if the filament is stuck or the extruder clogged. After troubleshooting, click the "Retry" button.
12018013	1201-8013	Timeout while purging old filament. Please check if the filament is stuck or the extruder clogged. After troubleshooting, click the "Retry" button.
12028013	1202-8013	Timeout while purging old filament. Please check if the filament is stuck or the extruder clogged. After troubleshooting, click the "Retry" button.
12038013	1203-8013	Timeout while purging old filament. Please check if the filament is stuck or the extruder clogged. After troubleshooting, click the "Retry" button.
07FF8013	07FF-8013	Timeout purging old filament: Please check if the filament is stuck or the extruder is clogged. After troubleshooting, click the "Retry" button.
07008013	0700-8013	Timeout purging old filament: Please check if the filament is stuck or the extruder is clogged. After troubleshooting, click the "Retry" button.
07018013	0701-8013	Timeout purging old filament: Please check if the filament is stuck or the extruder is clogged. After troubleshooting, click the "Retry" button.
07028013	0702-8013	Timeout purging old filament: Please check if the filament is stuck or the extruder is clogged. After troubleshooting, click the "Retry" button.
07038013	0703-8013	Timeout purging old filament: Please check if the filament is stuck or the extruder is clogged. After troubleshooting, click the "Retry" button.
07FF8002	07FF-8002	The cutter is stuck. Please pull out the cutter handle and click the "Retry" button.
12FF8002	12FF-8002	The cutter is stuck. Please pull out the cutter handle and click the "Retry" button.
07008002	0700-8002	The cutter is stuck. Please make sure the cutter handle is out.
07018002	0701-8002	The cutter is stuck. Please pull out the cutter handle and click the "Retry" button.
07028002	0702-8002	The cutter is stuck. Please pull out the cutter handle and click the "Retry" button.
07038002	0703-8002	The cutter is stuck. Please pull out the cutter handle and click the "Retry" button.
12008002	1200-8002	The cutter is stuck. Please pull out the cutter handle and click the "Retry" button.
12018002	1201-8002	The cutter is stuck. Please pull out the cutter handle and click the "Retry" button.
12028002	1202-8002	The cutter is stuck. Please pull out the cutter handle and click the "Retry" button.
12038002	1203-8002	The cutter is stuck. Please pull out the cutter handle and click the "Retry" button.
07FF8001	07FF-8001	Failed to cut the filament. Please check the cutter. After troubleshooting, click the "Retry" button.
12FF8001	12FF-8001	Failed to cut the filament. Please check the cutter. After troubleshooting, click the "Retry" button.
07008001	0700-8001	Failed to cut the filament. Please check the cutter. After troubleshooting, click the "Retry" button.
07018001	0701-8001	Failed to cut the filament. Please check the cutter. After troubleshooting, click the "Retry" button.
07028001	0702-8001	Failed to cut the filament. Please check the cutter. After troubleshooting, click the "Retry" button.
07038001	0703-8001	Failed to cut the filament. Please check the cutter. After troubleshooting, click the "Retry" button.
12018001	1201-8001	Failed to cut the filament. Please check the cutter. After troubleshooting, click the "Retry" button.
12028001	1202-8001	Failed to cut the filament. Please check the cutter. After troubleshooting, click the "Retry" button.
12038001	1203-8001	Failed to cut the filament. Please check the cutter. After troubleshooting, click the "Retry" button.
0C00C004	0C00-C004	Possible spaghetti failure was detected.
0C00C006	0C00-C006	Purged filament may have piled up in the waste chute.
0C008005	0C00-8005	Purged filament has piled up in the waste chute, which may cause a tool head collision.
0300800E	0300-800E	The print file is not available. Please check to see if the storage media has been removed.
05008013	0500-8013	The print file is not available. Please check to see if the storage media has been removed.
0C008002	0C00-8002	Spaghetti failure was detected.
12008016	1200-8016	The extruder is not extruding normally, please refer to the HMS. After trouble shooting. If the defects are acceptable, please click "Retry" button.
12018016	1201-8016	The extruder is not extruding normally, please refer to the HMS. After trouble shooting. If the defects are acceptable, please click "Retry" button.
12028016	1202-8016	The extruder is not extruding normally, please refer to the HMS. After trouble shooting. If the defects are acceptable, please click "Retry" button.
12038016	1203-8016	The extruder is not extruding normally, please refer to the HMS. After trouble shooting. If the defects are acceptable, please click "Retry" button.
03008016	0300-8016	The nozzle is clogged up with filaments. Please cancel this printing and clean the nozzle according to the actual status, or tap "Resume" button to resume the print job.
03008014	0300-8014	The nozzle is covered with filaments, or the build plate is installed incorrectly. Please cancel this printing and clean the nozzle or adjust the build plate according to the actual status, or tap "Resume" button to resume the print job.
03008007	0300-8007	There was an unfinished print job when the printer lost power. If the model is still adhered to the build plate, you can try resuming the print job.
0300800D	0300-800D	Some objects have fallen down, or the extruder is not extruding normally. If the defects are acceptable, click "Resume" button to resume the print job.
03008017	0300-8017	Foreign objects detected on hotbed, Please check and clean the hotbed, Then tap "Resume" button to resume the print job.
03008011	0300-8011	Detected build plate is not the same as the Gcode file. Please adjust slicer settings or use the correct plate.
0C00800A	0C00-800A	The detected build plate is not the same as in G-code.
12FF4001	12FF-4001	Filament is still loaded from the AMS when it has been disabled. Please unload AMS filament, load from spool holder, and restart print job.
07004001	0700-4001	The AMS has been disabled for a print, but it still has filament loaded. Please unload the AMS filament , and switch to the spool holder filament for printing.
07014001	0701-4001	Filament is still loaded from the AMS after it has been disabled. Please unload the filament, load from the spool holder, and restart printing.
07024001	0702-4001	Filament is still loaded from the AMS after it has been disabled. Please unload the filament, load from the spool holder, and restart printing.
07034001	0703-4001	Filament is still loaded from the AMS after it has been disabled. Please unload the filament, load from the spool holder, and restart printing.
12004001	1200-4001	Filament is still loaded from the AMS when it has been disabled. Please unload AMS filament, load from spool holder, and restart print job.
12014001	1201-4001	Filament is still loaded from the AMS when it has been disabled. Please unload AMS filament, load from spool holder, and restart print job.
12024001	1202-4001	Filament is still loaded from the AMS when it has been disabled. Please unload AMS filament, load from spool holder, and restart print job.
12034001	1203-4001	Filament is still loaded from the AMS when it has been disabled. Please unload AMS filament, load from spool holder, and restart print job.
07FF4001	07FF-4001	Filament is still loaded from the AMS after it has been disabled. Please unload the filament, load from the spool holder, and restart printing.
0300800F	0300-800F	The door seems to be open, so printing was paused.
0C00C003	0C00-C003	Possible defects were detected in the first layer.
0C008001	0C00-8001	First layer defects were detected. If the defects are acceptable, click "Resume" button to resume the print job.
03008019	0300-8019	No build plate is placed.
03008002	0300-8002	First layer defects were detected by the Micro Lidar. Please check the quality of the printed model before continuing your print.
1000C001	1000-C001	High bed temperature may lead to filament clogging in the nozzle. Please ensure ventilation for the printer.
03008009	0300-8009	Heatbed temperature malfunction.
03004002	0300-4002	Printing Stopped because Auto Bed Leveling failed.
03008010	0300-8010	Printing stopped because the hotend fan speed is abnormal.
1000C002	1000-C002	Printing CF material with stainless steel may cause nozzle damage.
03008001	0300-8001	Printing was paused by the user. You can tap "Resume" to resume the print job.
03008013	0300-8013	Printing was paused by the user. You can select "Resume" to continue printing.
0300400E	0300-400E	The motor self-check failed.
0500402E	0500-402E	The system does not support the file system currently used by the Micro SD card. Please replace the Micro SD card or format the current Micro SD card to FAT32.
0500402D	0500-402D	System exception.
05004017	0500-4017	Binding failed. Please retry or restart the printer and retry.
05014017	0501-4017	Binding failed. Please retry or restart the printer and retry.
05004018	0500-4018	Binding configuration information parsing failed, please try again.
05014018	0501-4018	Binding configuration information parsing failed, please try again.
07008004	0700-8004	AMS failed to pull back filament. This could be due to a stuck spool or the end of the filament being stuck in the path.
07018004	0701-8004	AMS failed to pull back filament. This could be due to a stuck spool or the end of the filament being stuck in the path.
12008010	1200-8010	Filament or spool may be stuck.
07008007	0700-8007	Extruding filament failed. The extruder might be clogged.
12008007	1200-8007	Failed to extrude the filament. This might be caused by clogged extruder or stuck filament. Refer to the Assistant for solutions.
07008005	0700-8005	The AMS failed to send out filament. You can clip the end of your filament flat, and reinsert. If this message persists, please check the PTFE tubes in AMS for any signs of wear and tear.
07018005	0701-8005	The AMS failed to send filament. You canclip the end of your filament flat, and reinsert. If this message persists, please check the PTFE tubes in AMS for any signs of wear and tear.
12008015	1200-8015	Failed to pull out the filament from the toolhead. Please check if the filament is stuck, or the filament is broken inside the extruder or PTFE tube.
07008003	0700-8003	Failed to pull out the filament from the extruder. This might be caused by clogged extruder or filament broken inside the extruder.
07018003	0701-8003	Failed to pull out the filament from the extruder. There may be an extruder clog or broken filament inside the extruder.
07008006	0700-8006	Unable to feed filament into the extruder. This could be due to entangled filament or a stuck spool. If not, please check if the AMS PTFE tube is connected.
07018006	0701-8006	Unable to feed filament into the extruder. This could be due to entangled filament or a stuck spool.
03008018	0300-8018	Chamber temperature malfunction.
05004003	0500-4003	Printing stopped because the printer was unable to parse the file. Please resend your print job.
05014031	0501-4031	Device discovery binding is in progress, and the QR code cannot be displayed on the screen. You can wait for the binding to finish or abort the device discovery binding process in the APP/Studio and retry scanning the QR code on the screen for binding.
05004015	0500-4015	There is not enough free storage space for the print job. Please format or clean MicroSD card to release available space.
05014035	0501-4035	The device is in the process of binding and cannot respond to new binding requests.
07FF8003	07FF-8003	Please pull out the filament on the spool holder. If this message persists, please check to see if there is filament broken in the extruder. (Connect PTFE tube if you are about to use AMS)
07FFC003	07FF-C003	Please pull out the filament on the spool holder. If this message persists, please check to see if there is filament broken in the extruder or PTFE Tube. (Connect PTFE tube if you are about to use AMS)
12FF8003	12FF-8003	Please pull out the filament on the spool holder. If this message persists, please check to see if there is filament broken in the extruder or PTFE Tube. (Connect PTFE tube if you are about to use AMS)
12FFC003	12FF-C003	Please pull out the filament on the spool holder. If this message persists, please check to see if there is filament broken in the extruder or PTFE Tube. (Connect PTFE tube if you are about to use AMS)
07FF8006	07FF-8006	Please feed filament into the PTFE tube until it can not be pushed any farther.
07FFC006	07FF-C006	Please feed filament into the PTFE tube until it can not be pushed any farther.
12FF8006	12FF-8006	Please feed filament into the PTFE tube until it can not be pushed any farther.
12FFC006	12FF-C006	Please feed filament into the PTFE tube until it can not be pushed any farther.
0500400C	0500-400C	Please insert a MicroSD card and restart the printing job.
12FF8005	12FF-8005	Failed to feed the filament. Please load the filament, then click the "Retry" button.
12008005	1200-8005	Failed to feed the filament. Please load the filament, then click the "Retry" button.
12018005	1201-8005	Failed to feed the filament. Please load the filament and then click the "Retry" button.
12028005	1202-8005	Failed to feed the filament. Please load the filament, then click the "Retry" button.
12038005	1203-8005	Failed to feed the filament. Please load the filament, then click the "Retry" button.
12018010	1201-8010	Please check if the spool or filament is stuck. After troubleshooting, click the "Retry" button.
12028010	1202-8010	Please check if the spool or filament is stuck. After troubleshooting, click the "Retry" button.
12038010	1203-8010	Please check if the spool or filament is stuck. After troubleshooting, click the "Retry" button.
12FF8010	12FF-8010	Please check if the filament or the spool is stuck.
07FF8007	07FF-8007	Please observe the nozzle. If the filament has been extruded, click "Done"; if it is not, please push the filament forward slightly and then click "Retry".
12FF8007	12FF-8007	Check nozzle. Click "Done" if filament was extruded, otherwise push filament forward slightly and click "Retry."
0500400D	0500-400D	Please run a self-test and restart the printing job.
0500402A	0500-402A	Failed to connect to the router, which may be caused by wireless interference or being too far away from the router. Please try again or move the printer closer to the router and try again.
0500402B	0500-402B	Router connection failed due to incorrect password. Please check the password and try again.
05004007	0500-4007	Print jobs are not allowed to be sent while force updating or when repair updating is required.
